No,Judul,Genre,Penulis,Sinopsis,Tahun Terbit,Halaman,Rating,Mood Utama,Mood Pendukung1,Mood Pendukung2,Cover
229,Duel Orang Tua dan Anak: Perjalanan ke dalam Diri,Self Improvement,Adi Susanto CCH,"Tidak dimungkiri, relasi pertama seorang manusia hadir di dunia ini adalah melalui relasi orangtua dan anak. Relasi orangtua-anak adalah “fondasi utama” bagi tumbuh kembang seorang anak manusia yang kemudian berkembang dalam relasi sosial lain seperti relasi suami istri, pertemanan, relasi atasan bawahan, dan lain-lain. Untuk itulah relasi orangtua-anak menjadi penting, patut dilihat, dan dipahami, serta perlu diambil upaya koreksi bilamana dibutuhkan. Umumnya orang menilai sebuah relasi hanya sebatas apa yang tampak di permukaan, bisa baik, biasa, atau buruk. Semua setuju bahwa relasi yang buruk patut diperbaiki dan yang baik dipertahankan atau ditingkatkan. Relasi bersifat dinamis, dapat berubah juga. Apa yang terlihat baik di permukaan belum tentu berakhir dengan baik. Dalam sebuah relasi, khususnya relasi orangtua-anak, sebenarnya diwarnai dengan adanya “duel”. Melalui perspektif duel, menang-kalah, kita lebih mudah untuk memahami seperti apa wujud relasi yang sudah terjadi dan wujud relasi ke depannya. Untuk itulah, buku ini hadir memberikan nuansa pengetahuan kesadaran baru (NEO-wise) tentang duel orangtua-anak yang penting untuk dipahami bersama.",2023,128,4,Reflective,Inspiring,Heartwarming,covers/perjalan_ke_dalam_diri.jpg
230,Leluasa di Hari Selasa,Self Improvement,Laura Vanderkem,"Siapa yang tidak ingin hidup lebih tenang dan bahagia? Namun nyatanya, sering kita terjebak rutinitas dan tugas yang tak berkesudahan. Laura Vanderkam mengajak kita untuk merancang hidup sesuai dengan impian kita. Untuk itu, hidup perlu direncanakan, meski kita selalu dihadapkan dengan tugas harian seperti bekerja, mengasuh anak, sampai perbaikan rumah.",2024,352,"4,23",Inspiring,Hopeful,Reflective,covers/leluasa_dihari_selasa.jpg
231,The Simplicity Principle : Enam Tahap Mengusahakan Kejernihan di Tengah Kompleksitas Dunia,Self Improvement,Julia Hobsbawn,"Steve Jobs berkata dengan tegas, ""Simpel bisa jadi lebih sulit ketimbang kompleks: Anda harus berusaha keras menjernihkan pikiran. Namun akhirnya, kerja keras itu sepadan dengan hasilnya, sebab begitu kamu mencapainya, gunung pun bisa Anda pindahkan."" Apa tantangan untuk menjadi sederhana di dunia modern? Pengguna smartphone mengalami konsentrasinya diinterupsi setiap 12 menit, ada 250 miliar surel dikirim setiap 24 jam dan hingga kini, internet memuat data sebanyak lebih dari 5 zettabite. Itulah kompleksitas yang menyabotase tekad bulat setiap orang untuk menjadi sederhana dan bertumbuh dengan baik. Meski begitu, kompleksitas tidak selayaknya kita hindari. Yang perlu dilakukan adalah belajar merampingkan dan menyederhanakan fokus perhatian kita, serta ke mana kita mencurahkan energi serta inteligensi kita. The Simplicity Principle akan menolong Anda keluar dari membanjirnya pilihan dan kerumitan yang Anda temui di dunia saat ini. Inilah waktu yang tepat untuk merebut kendali fokus dan produktivitas Anda, dan membuatnya tetap SEDERHANA. Prinsip Kesederhanan adalah soal kesehatan, kesejahteraan, dan kebugaran jenis baru, yang terjadi di luar pusat kebugaran. Juga, tentang Kesehatan Sosial, yakni soal bagaimana relasi kita dengan hidup kita, relasi dengan satu sama lain, dan relasi dengan teknologi di era digital.",2024,324,"3,06",Inspiring,Reflective,Hopeful,covers/enam_tahap_mengusahakan_kejernihan_ditengah_kompleksitas_dunia.jpg
232,Buat Kamu yang Lelah Bersih-Bersih,Self Improvement,Sayo Konishi,"Rumah rapi itu nggak harus capek-capek banget, kok! Setiap kali lihat rumah berantakan, kamu mengeluh, “Nanti aja deh.” Tapi, makin ditunda makin stres, dan akhirnya … kamu tetap nggak tahu harus mulai dari mana. Ingat ya, berbenah bukan soal gaya, tapi soal kenyamanan. Berbenah itu bukan kerja rodi, tapi soal strategi. Berbenah itu realistis saja—nggak perlu jadi perfeksionis atau punya waktu luang seharian. Sayo Konishi, konsultan berbenah dari Jepang dengan pengalaman lebih dari dua dekade, bakal nemenin kamu untuk bikin rumah jadi lebih nyaman dan hidup lebih tertata. Kamu akan belajar cara memilah, menyimpan barang, dan menata rumah sesuai kebutuhan kamu—bukan standar orang lain. Cocok buat kamu yang ingin hidup praktis, rapi, tapi tetap chill. Dilengkapi dengan contoh-contoh praktis dalam bab-bab pendek dan mudah dipahami, kamu akan belajar: - Metode 5 langkah simpel dalam berbenah yang bisa kamu jadikan rutinitas. - Membantu kamu membentuk kebiasaan rapi tanpa tekanan. - Tip berbenah yang bisa dipraktikkan di mana saja, mudah dan efektif. Karena hidup praktis dan rapi itu bukan mitos—asal tahu rumusnya.",2025,264,4,Inspiring,Hopeful,Heartwarming,covers/buat_kamu_yang_lelah_bersih_bersih.jpg
233,Semoga Kamu Bisa Tersenyum Hari Ini,Self Improvement,Marcella Viona Legoh,"Kalau kamu merasa belum mencapai apa-apa dalam hidup, atau masih bertanya-tanya apa makna dari hidup, ketahuilah bahwa itu enggak apa-apa. Buku ini hadir untuk membantumu menemukan makna-makna yang tersimpan dalam hidup dan menyadari bahwa selalu ada kemenangan-kemenangan kecil yang berarti dalam hidupmu dan bisa membuatmu tersenyum. Kadang-kadang, kita enggak perlu terburu-buru untuk mengejar tujuan. Kita juga bisa berjalan perlahan sambil memaknai setiap pengalaman dalam perjalanan hidup kita. Pada akhirnya, pencapaian terbesar kita adalah hidup itu sendiri dan bagaimana cara kita memaknainya.",2025,108,"3,4",Inspiring,Heartwarming,Hopeful,covers/semoga_kamu_bisa_tersenyum_hari_ini.jpg
234,The Mountain Is You,Self Improvement,Brianna Wiest,"Buku The Mountain Is You karya Brianna Wiest membahas tentang sabotase diri, yaitu perilaku ketika seseorang secara sadar atau tidak sadar melakukan hal-hal yang menghambatnya untuk mencapai tujuan. Brianna Wiest menjelaskan bahwa sabotase diri adalah masalah yang umum dialami oleh banyak orang, dan dapat disebabkan oleh berbagai faktor, seperti ketakutan, ketidakpercayaan diri, dan trauma masa lalu.
Buku ini terdiri atas empat bagian. Bagian pertama membahas tentang apa itu sabotase diri dan mengapa kita melakukannya. Bagian kedua membahas tentang berbagai bentuk sabotase diri. Bagian ketiga membahas tentang bagaimana cara mengatasi sabotase diri. Bagian keempat membahas tentang bagaimana cara membangun diri yang tangguh.
Buku The Mountain Is You adalah buku yang bermanfaat untuk siapa saja yang ingin memahami dan mengatasi sabotase diri. ",2023,280,04.03,Inspiring,Reflective,Hopeful,covers/the_mountain_is_you.jpg
235,Berdamai Dengan Rasa Malas,Self Improvement,Munita Yeni,"Krisis jati diri, peer pressure, membanding-bandingkan diri dengan orang lain yang tak berkesudahan, terus-menerus terbawa trend dan hidup konsumtif tanpa kendala, takut ketinggalan zaman dan merasa tidak berguna. Kamu sudah mengalaminya? Banyak yang tidak menyadari bahwa konflik batin adalah permasalahan vital yang sering terabaikan. Sejauh mana diri kita bisa menerima diri sendiri, maka sejauh itulah kita bisa berdamai dengan kenyataan. Orang-orang yang sudah berdamai dengan diri sendirilah yang mampu menjalani kehidupan yang penuh tuntutan ini dengan lebih tenang. Bukankah kamu ingin hidup dengan lebih tenang? Bukalah buku ini dan mulailah perjalanan itu. Agar hati dan pikiranmu damai. Agar jiwa dan mentalmu kuat. Agar batin dan rasamu tentram. Hanya kamu yang bisa mengubah hidup dan masa depanmu menjadi lebih damai. ",2023,156,"3,83",Inspiring,Reflective,Hopeful,covers/berdamai_dengan_rasa_malas.jpg
236,STFU : Kemampuan untuk Tutup Mulut adalah Kekuatan Besar Saat Seisi Dunia Tidak Berhenti Berbicara,Self Improvement,Dan Lyons,"Dunia kita telah menjadi sangat bising, dan semakin bising lagi dengan kehadiran berbagai perangkat, atau ""terobosan-terobosan"" media sosial dan internet. Kebisingan itu telah melatih kita untuk berasumsi bahwa yang paling banyak bicara dialah yang menang, padahal faktanya mereka yang mampu tetap tenang, dialah yang paling hebat. STFU adalah buku yang membuka rahasia kehebatan itu dan akan mengubah hidup Anda, memerdekakan Anda untuk tetap berfokus pada apa yang penting. Dan Lyons mengkombinasikan ilmu perilaku (behavioral science) dengan berbagai perangkat praktis tentang cara berkomunikasi yang terarah, berpikir kiritis, dan membuka pikiran dan telinga pada dunia di sekitar Anda. Talk less, get more. Itulah garis besar dari STFU. Dengan buku ini, jadilah versi diri Anda yang lebih baik, entah di kantor, rumah, atau dunia maya. Because, after all, what you say is who you are.",2024,290,"3,71",Inspiring,Reflective,Hopeful,covers/stfu.jpg
237,12 Laws of Life: 12 Hukum Abadi Kehidupan,Self Improvement,Manhardeep Singh,"12 Hukum Kehidupan (12 Laws of Life) adalah prinsip-prinsip universal yang tak terlihat, tanpa batas, dan abadi, yang mengatur kehidupan di semua tingkatan. 12 hukum ini meliputi: Hukum Kenetralan, Hukum Kesepakatan, Hukum Pelajaran, Hukum Sebab-Akibat, Hukum Keseimbangan, Hukum Tarik-Menarik, Hukum Koneksi, Hukum Ekspansi, Hukum Perkembangan, Hukum Pemberdayaan, Hukum Seluruh Kemungkinan, dan Hukum Cinta. 12 hukum ini menunjukkan bagaimana Anda bisa sampai di tempat Anda sekarang, bagaimana Anda bisa mempercayai kehidupan, dan bagaimana Anda bisa mengalir menuju tempat yang Anda inginkan. 12 hukum ini memberikan panduan untuk menjalani kehidupan yang terbaik. Ringkas, lugas, dan mudah dipraktikkan, buku ini membantu Anda: - Mengalami transformasi di setiap aspek kehidupan - Menciptakan banyak hal yang tak terpikirkan sebelumnya - Memahami kekuatan-kekuatan tak terlihat yang mempengaruhi Anda - Mengubah paradigma tentang berbagai peristiwa pahit dalam hidup - Menikmati momen-momen kebahagiaan sepenuhnya",2025,88,"4,31",Reflective,Hopeful,Inspiring,covers/12_hukum_abadi_kehidupan.jpg
238,Re-Make : Saatnya Menata Ulang Diri,Self Improvement,Bagas Rais,"Hidup kita selalu saja dipenuhi tentang orang lain. Dari bangun tidur, kemudian tangan menggapai ponsel. Tanpa terasa jari mulai scrolling beranda media sosial dan melihat kehidupan orang lain. Dari membuka status WhatsApp, beranda Facebook atau Instagram, dan video YouTube Short. Padahal, hari baru saja dimulai, tapi kita sudah mempersilahkan kecemasan dan rasa minder memenuhi pikiran sepanjang hari. Lalu, timbul perasaan tidak berguna, merasa diri belum punya pencapaian yang dapat membanggakan, dan semakin merasa diri paling sengsara. Nyatanya, kita melihat kehidupan mereka hanya dari layar ponsel. Betapa pekerjaan mereka yang terlihat menyenangkan dan menjanjikan membuat kita membayangkan dapat berada di posisi yang sama. Mereka bekerja dan kapan saja pergi berekreasi, mereka bisa berfoto di restoran estetis dengan latar belakang laut yang indah, mereview kamar hotel yang instagramable, dan sebagainya. Alih-alih ingin mengumpulkan nyawa setelah bangun tidur, tanpa terasa kita sudah menghabiskan waktu pagi yang begitu berharga untuk orang lain. Untuk orang yang bahkan tidak mengenal kita dan-sebenarnya-hanya kita yang semakin mengenalnya. Sayangnya, hal tersebut membuat kita justru tidak mengenal diri sendiri. Perasaan sakit hati yang kita rasakan seolah-olah semua datang dari orang lain. Mereka mungkin hanya menyayat satu kali namun kita yang membuatnya terasa lebih sakit seperti seratus kali sayatan. begitulah kehidupan kita, selalu dihabiskan untuk memperhatikan, menyalahkan, dan membandingkan diri dengan pencapaian orang lain. Kita terjerumus dalam sikap tidak bersyukur yang menyebabkan kecewa dan sakit hati. Namun, itu semua bisa diubah. Dimulai dengan melakukan perjalanan untuk mencapai tujuan. Aku menyebutnya sebagai Peta Perjalanan Menata Ulang Diri. Empat langkah penting yang membawa kita pada tujuan baik itu. Empat langkah yang sederhana namun belum tentu kita bisa melewatinya dengan mudah. Empat langkah yang membawa pada makna berarti di balik susah dan senangnya kehidupan.",2023,200,"4,43",Inspiring,Reflective,Hopeful,covers/saatnya_menata_ulang_diri.jpg
239,"Tetap Bahagia Meski Hidup Tidak Baik-Baik Saja, Art of Happiness Made in Indonesia",Self Improvement,Setyo Hajar Dewantoro,"Apa sebenarnya rahasia kebahagiaan sejati? Mengapa begitu banyak orang yang mengejar sukses, uang, dan status, namun tetap merasa hampa? Dalam kehidupan modern, kebahagiaan sering disamakan dengan kesenangan yang bersifat sementara. Tetapi benarkah ketiga hal itu menjadi tujuan hidup? Buku ini menggugah pertanyaan mendasar tentang perbedaan antara kesenangan sementara dan kebahagiaan sejati, serta mengapa banyak orang terjebak dalam ilusi kesuksesan yang tidak pernah benar-benar memuaskan. Bagaimana jika kebahagiaan sejati sebenarnya tidak bergantung pada hal-hal di luar diri kita? Melalui pengalaman pribadi penulis, buku ini mengungkap bagaimana praktik meditasi dan mindfulness dapat membantu kita melampaui penderitaan dan menemukan kebahagiaan sejati yang terpancar dari dalam—kebahagiaan yang tidak terpengaruh oleh naik turunnya kehidupan. Apa yang perlu kita lakukan untuk benar-benar merasakan kebahagiaan, bahkan ketika hidup tidak berjalan sesuai harapan? Buku ini mengupas tuntas jawaban bagaimana mengatasi permasalahan hidup yang sering menjadi akar penderitaan, seperti asmara, rumah tangga yang pelik, kecabulan, kemiskinan, ambisi, kesombongan, hingga duka akibat kematian. Benarkah meditasi bisa mengubah nasib? Dalam buku ini, yang mengikuti perjalanan hidup penulis menemukan kebahagiaan sejati, Anda akan diajak memahami bagaimana meditasi membawa transformasi menyeluruh. Tanpa perlu mengejar sukses atau hanyut dalam obsesi, segala hal yang kita butuhkan untuk merealisasikan kualitas terbaik diri akan datang dengan sendirinya. Buku ini juga menjelaskan bagaimana keberlimpahan dan makna hidup terdalam berkaitan erat dengan spiritualitas dan mistisisme yang murni—sesuatu yang selama ini mungkin tidak dikenal banyak orang.",2024,334,"4,67",Reflective,Hopeful,Heartwarming,covers/tetap_bahagia_meski_hidup_tidak_baik_baik_saja.jpg
240,Berdamai Dengan Rasa Marah,Self Improvement,Era Findiani,"Ingin marah, marahlah. Marahlah secara bijak dan alami. Sebagai manusia normal, kita masih perlu marah dan mengekspresikan rasa marah itu. Marahlah jika diperlukan. Anda boleh marah jika dengan marah Anda bisa menegaskan kepada seseorang atas kesalahannya. Manusia merupakan makhluk sosial. Setiap manusia dalam menjalani siklus hidupnya pastilah melakukan interaksi atau menjalin hubungan dengan orang lain di sekitarnya, baik itu orang terdekat mereka ataupun orang asing yang hanya akan mereka temui sekali seumur hidup. Setiap interaksi yang dilakukan dengan orang lain pastilah tidak selalu berjalan dengan lancar atau hanya sekadar berjalan normal. Akan tetapi, terkadang ada beberapa faktor yang membuat interaksi yang dilakukan tidak berjalan seperti yang diharapkan. Hal inilah yang menjadi pemicu munculnya konflik dalam kehidupan sehari-hari. Kemudian jika konflik ini tidak segera ditangani akan memunculkan beberapa masalah lain, seperti mulai muncul rasa kecewa, sedih, tersakiti hingga berujung pada rasa marah. Ya, setiap orang sebaik apa pun pasti pernah merasa kecewa dan marah. Tunggu, jangan menganggap marah sebagai sebuah hal negatif atau buruk dulu, ya. Karena ada hal-hal istimewa yang tersembunyi dari perasaan “marah” itu sendiri. Marah bisa dinilai sebagai hal positif jika marah tersebut dilakukan dengan cara yang benar dan bijak, menggunakan kata-kata atau kalimat-kalimat yang baik pula. Akan tetapi, ketika amarah tersebut diekspresikan secara destruktif, yaitu dengan memaki, mengumpat, berkata-kata kotor, membanting barang, merusak barang atau memukul orang, maka rasa marah itu akan menjadi emosi negatif. Lepas kendali atas rasa marah diri-sendiri dapat memicu perasaan bingung, tidak berdaya, bahkan frustasi, stress atau depresi. Buku ini membimbing Anda untuk mengenal batas-batas itu.",2020,344,"3,2",Inspiring,Reflective,Hopeful,covers/berdamai_dengan_rasa_marah.jpg
241,Nanti Juga Terbiasa,Self Improvement,Helobagas,"Untuk kamu yang selalu merasa : Kesepian, sendirian, dan ditinggalkan. Beragam perasaan gak nyaman yang harus kamu lewati sendirian. Terima kasih sudah tetap “hidup” dan bertahan. Untuk kamu yang sering sendirian dan gak mudah bergaul, dapat teman yang baik tuh jadi berkat yang besar banget. Karena jarang sekali yang mau masuk ke hidup aku. Ya, dulu hidupku begitu sepi. Ketika ada satu orang yang pergi tuh rasanya sakit banget. Saat-saat seperti itu aku bisa ngerasa mendung, bahkan untuk waktu yang lama. Mungkin, mudah untuk mereka menggantikanku. Namun, gak akan pernah jadi mudah untuk aku menggantikan mereka. Karena beda saja rasanya. Aku bahkan bisa sampai terus menerus nyalahin diri sendiri hanya karena ada yang pergi. Tolong jangan ditiru, ya? Jangan. Karena sederhananya: ada yang datang, ada juga yang pergi. Dan akan selalu seperti itu fasenya. Setiap orang sudah punya timeline atau waktunya masing masing. Kita memang gak akan pernah tahu kapan mereka pergi, kapan kita akan ditinggalkan. Kalau memang sudah waktunya pelan-pelan kita ikhlaskan, ya? Memang gak mudah dan akan sangat berat. Namun, untuk terus-menerus hidup di hari kemarin juga bukan pilihan yang tepat. Kamu punya diri kamu, hidup kamu sendiri yang harus dilanjutkan. Biarkan mereka menjalankan tugasnya, kamu pun juga. Buku ini aku tulis untuk menemani kamu. Mungkin hari ini masih sakit, mungkin hari ini masih sesak dan kecewa. Tapi esok atau lusa, kamu akan terbiasa. Luka hari ini membentuk kamu, menjadi lebih kuat dan dewasa. Kamu hebat dan kamu lebih dari cukup.",2023,164,"3,69","Heartwarming
",Hopeful,Sad,covers/nanti_juga_terbiasa.jpg
242,Filosofi Teras,Self Improvement,Henry Menampiring,"Lebih dari 2000 tahun lalu, sebuah mazhab filsafat menemukan akar masalah dan juga solusi dari banyak emosi negatif. Stoisisme, atau Filosofi Teras, adalah filsafat Yunani-Romawi kuno yang bisa membantu kita mengatasi emosi negatif dan menghasilkan mental yang tangguh dalam menghadapi naik-turun nya kehidupan.
Jauh dari kesan filsafat sebagai topik berat dan mengawang-awang, Filosofi Teras justru bersifat praktis dan relevan dengan kehidupan Generasi Milenial dan Gen-Z masa kini.",2023,298,"4,47",Reflective,Inspiring,Hopeful,covers/filosofi_teras.jpg
